DAYOFWEEK,MONTH,LOCATION,LATITUDE,LONGITUDE,CRIMECAT
6,3,POST OFFICE,8.496123,8.516234,5
6,3,NAS ST. POLY,8.507164,8.520902,9
6,3,PROJECT QUARTERS,8.44235,8.43324,3
6,3,STUDENT VILLAGE,8.503164,8.500314,11
2,10,MODERN MARKET,8.491388,8.528523,12
6,3,POST OFFICE,8.496123,8.516234,3
5,3,POST OFFICE,8.496123,8.516234,13
6,3,LAFIA EAST,8.490988,8.527665,11
6,3,WORKERS VILLAGE,8.485263,8.504512,5
6,3,PROJECT QUARTERS,8.44235,8.43324,3
6,3,STUDENT VILLAGE,8.503164,8.500314,11
6,3,PROJECT QUARTERS,8.44235,8.43324,5
6,3,LAFIA EAST,8.490988,8.527665,12
6,3,LAVISTA,8.544621,8.533711,5
6,3,NAS ST. POLY,8.507164,8.520902,5
3,3,WORKERS VILLAGE,8.485263,8.504512,1
3,1,LAVISTA,8.544621,8.533711,7
6,3,NAS ST. POLY,8.507164,8.520902,11
6,3,POST OFFICE,8.496123,8.516234,13
0,3,SANDAJI STREET,8.3031,8.322,5
6,3,LAVISTA,8.544621,8.533711,5
6,3,LAFIA EAST,8.490988,8.527665,11
2,6,LAVISTA,8.544621,8.533711,11
6,5,NAS ST. POLY,8.507164,8.520902,13
6,3,LAVISTA,8.544621,8.533711,13
6,3,POST OFFICE,8.496123,8.516234,5
6,3,POST OFFICE,8.496123,8.516234,5
6,3,POST OFFICE,8.496123,8.516234,11
6,3,GOVERNMENT HOUSE,8.509731,8.542025,7
6,3,NAS ST. POLY,8.507164,8.520902,1
6,3,MODERN MARKET,8.491388,8.528523,2
5,7,STUDENT VILLAGE,8.503164,8.500314,2
3,1,POST OFFICE,8.496123,8.516234,9
6,3,LAFIA EAST,8.490988,8.527665,1
6,3,NAS ST. POLY,8.507164,8.520902,13
6,3,STUDENT VILLAGE,8.503164,8.500314,7
6,3,LAVISTA,8.544621,8.533711,5
6,3,POST OFFICE,8.496123,8.516234,3
6,3,WORKERS VILLAGE,8.485263,8.504512,11
6,3,POST OFFICE,8.496123,8.516234,11
6,8,PROJECT QUARTERS,8.44235,8.43324,11
1,3,PROJECT QUARTERS,8.44235,8.43324,11
6,3,POST OFFICE,8.496123,8.516234,11
1,5,WORKERS VILLAGE,8.485263,8.504512,5
6,3,LAFIA EAST,8.490988,8.527665,5
6,3,PROJECT QUARTERS,8.44235,8.43324,9
6,3,NAS ST. POLY,8.507164,8.520902,7
2,9,OLD TOMATO MARKET,8.2935,8.3112,1
5,5,STUDENT VILLAGE,8.503164,8.500314,7
6,3,MILLIONAIRES QUARTERS,8.516451,8.520237,5
6,3,NAS ST. POLY,8.507164,8.520902,2
4,1,POST OFFICE,8.496123,8.516234,13
6,7,DUNAMA,8.523524,8.522714,11
0,1,NAS ST. POLY,8.507164,8.520902,2
6,3,NAS ST. POLY,8.507164,8.520902,7
4,11,PROJECT QUARTERS,8.44235,8.43324,11
6,3,POST OFFICE,8.496123,8.516234,3
6,9,NAS ST. POLY,8.507164,8.520902,1
6,3,LAFIA EAST,8.490988,8.527665,5
6,3,WORKERS VILLAGE,8.485263,8.504512,5
6,3,GOVERNMENT HOUSE,8.509731,8.542025,11
0,6,STUDENT VILLAGE,8.503164,8.500314,5
6,3,NAS ST. POLY,8.507164,8.520902,12
6,3,POST OFFICE,8.496123,8.516234,11
6,3,STUDENT VILLAGE,8.503164,8.500314,11
6,3,LAVISTA,8.544621,8.533711,11
5,3,NAS ST. POLY,8.507164,8.520902,13
5,4,DUNAMA,8.523524,8.522714,5
5,3,LAFIA EAST,8.490988,8.527665,5
6,3,STUDENT VILLAGE,8.503164,8.500314,11
4,3,LAVISTA,8.544621,8.533711,7
5,5,NAS ST. POLY,8.507164,8.520902,1
6,3,LAVISTA,8.544621,8.533711,2
6,3,STUDENT VILLAGE,8.503164,8.500314,13
4,4,LAVISTA,8.544621,8.533711,5
6,3,LAFIA EAST,8.490988,8.527665,11
6,11,NAS ST. POLY,8.507164,8.520902,7
2,9,POST OFFICE,8.496123,8.516234,5
4,7,LAVISTA,8.544621,8.533711,5
4,4,LAVISTA,8.544621,8.533711,7
1,7,POST OFFICE,8.496123,8.516234,5
3,5,NAS ST. POLY,8.507164,8.520902,5
5,7,LAFIA EAST,8.490988,8.527665,5
6,3,NAS ST. POLY,8.507164,8.520902,11
3,9,NAS ST. POLY,8.507164,8.520902,11
6,3,STUDENT VILLAGE,8.503164,8.500314,5
6,3,LAFIA EAST,8.490988,8.527665,5
2,6,PROJECT QUARTERS,8.44235,8.43324,9
6,3,PROJECT QUARTERS,8.44235,8.43324,9
3,6,POST OFFICE,8.496123,8.516234,13
6,3,NAS ST. POLY,8.507164,8.520902,11
6,3,LAVISTA,8.544621,8.533711,12
6,3,POST OFFICE,8.496123,8.516234,5
6,3,LAFIA EAST,8.490988,8.527665,8
6,3,LAFIA EAST,8.490988,8.527665,11
6,3,LAFIA EAST,8.490988,8.527665,11
6,3,LAVISTA,8.544621,8.533711,5
2,3,LAVISTA,8.544621,8.533711,5
6,3,NAS ST. POLY,8.507164,8.520902,7
6,3,STUDENT VILLAGE,8.503164,8.500314,11
6,3,NAS ST. POLY,8.507164,8.520902,13
6,3,POST OFFICE,8.496123,8.516234,13
4,1,MODERN MARKET,8.491388,8.528523,2
4,9,NAS ST. POLY,8.507164,8.520902,2
6,3,NAS ST. POLY,8.507164,8.520902,2
1,9,LAFIA EAST,8.490988,8.527665,13
6,1,NAS ST. POLY,8.507164,8.520902,5
6,3,NAS ST. POLY,8.507164,8.520902,7
6,3,STUDENT VILLAGE,8.503164,8.500314,11
6,3,TUNDUN GWANDARA,8.3033,8.3313,2
6,3,NAS ST. POLY,8.507164,8.520902,2
3,7,LAFIA EAST,8.490988,8.527665,5
6,3,MILLIONAIRES QUARTERS,8.516451,8.520237,5
6,3,TUNDUN GWANDARA,8.3033,8.3313,11
6,3,PROJECT QUARTERS,8.44235,8.43324,11
6,3,LAVISTA,8.544621,8.533711,7
0,1,POST OFFICE,8.496123,8.516234,5
6,3,POST OFFICE,8.496123,8.516234,3
6,3,TUNDUN GWANDARA,8.3033,8.3313,2
6,3,STUDENT VILLAGE,8.503164,8.500314,7
6,3,WORKERS VILLAGE,8.485263,8.504512,1
6,3,STUDENT VILLAGE,8.503164,8.500314,5
6,3,NAS ST. POLY,8.507164,8.520902,1
1,1,STUDENT VILLAGE,8.503164,8.500314,5
1,8,NAS ST. POLY,8.507164,8.520902,2
6,3,LAFIA EAST,8.490988,8.527665,13
4,10,SANDAJI STREET,8.3031,8.322,11
6,3,LAFIA EAST,8.490988,8.527665,11
1,3,NAS ST. POLY,8.507164,8.520902,11
6,3,STUDENT VILLAGE,8.503164,8.500314,11
6,3,WORKERS VILLAGE,8.485263,8.504512,2
6,3,NAS ST. POLY,8.507164,8.520902,5
6,3,NAS ST. POLY,8.507164,8.520902,1
6,3,NAS ST. POLY,8.507164,8.520902,2
6,3,NAS ST. POLY,8.507164,8.520902,11
6,3,LAFIA EAST,8.490988,8.527665,9
6,3,WORKERS VILLAGE,8.485263,8.504512,11
6,3,POST OFFICE,8.496123,8.516234,5
6,3,PROJECT QUARTERS,8.44235,8.43324,3
6,3,LAVISTA,8.544621,8.533711,5
6,3,POST OFFICE,8.496123,8.516234,11
5,11,STUDENT VILLAGE,8.503164,8.500314,11
6,3,TUNDUN AMBA,8.2856,8.3018,5
6,3,LAVISTA,8.544621,8.533711,12
6,3,STUDENT VILLAGE,8.503164,8.500314,3
4,9,LAVISTA,8.544621,8.533711,11
5,7,NAS ST. POLY,8.507164,8.520902,2
6,3,POST OFFICE,8.496123,8.516234,5
6,3,POST OFFICE,8.496123,8.516234,11
3,3,POST OFFICE,8.496123,8.516234,7
4,3,LAVISTA,8.544621,8.533711,2
0,5,POST OFFICE,8.496123,8.516234,13
4,9,POST OFFICE,8.496123,8.516234,11
6,3,SANDAJI STREET,8.3031,8.322,11
6,3,STUDENT VILLAGE,8.503164,8.500314,5
6,3,NAS ST. POLY,8.507164,8.520902,5
6,3,NAS ST. POLY,8.507164,8.520902,13
6,3,LAVISTA,8.544621,8.533711,5
6,3,POST OFFICE,8.496123,8.516234,12
6,3,LAFIA EAST,8.490988,8.527665,5
6,3,TUNDUN AMBA,8.2856,8.3018,5
6,3,STUDENT VILLAGE,8.503164,8.500314,9
2,10,LAFIA EAST,8.490988,8.527665,12
6,3,POST OFFICE,8.496123,8.516234,3
6,3,LAVISTA,8.544621,8.533711,5
3,3,POST OFFICE,8.496123,8.516234,5
6,5,WORKERS VILLAGE,8.485263,8.504512,9
1,8,NAS ST. POLY,8.507164,8.520902,11
6,3,LAVISTA,8.544621,8.533711,5
6,3,POST OFFICE,8.496123,8.516234,11
1,1,NAS ST. POLY,8.507164,8.520902,1
5,7,POST OFFICE,8.496123,8.516234,5
6,3,OLD TOMATO MARKET,8.2935,8.3112,11
3,7,SANDAJI STREET,8.3031,8.322,2
6,3,LAFIA EAST,8.490988,8.527665,11
6,3,STUDENT VILLAGE,8.503164,8.500314,11
6,1,NAS ST. POLY,8.507164,8.520902,5
6,3,STUDENT VILLAGE,8.503164,8.500314,11
6,3,NAS ST. POLY,8.507164,8.520902,12
6,3,LAFIA EAST,8.490988,8.527665,7
6,3,POST OFFICE,8.496123,8.516234,13
0,1,LAVISTA,8.544621,8.533711,1
4,9,MODERN MARKET,8.491388,8.528523,112
6,3,LAVISTA,8.544621,8.533711,13
6,3,NAS ST. POLY,8.507164,8.520902,7
4,3,STUDENT VILLAGE,8.503164,8.500314,2
6,3,NAS ST. POLY,8.507164,8.520902,2
4,7,POST OFFICE,8.496123,8.516234,12
6,3,NAS ST. POLY,8.507164,8.520902,5
3,3,POST OFFICE,8.496123,8.516234,5
3,3,STUDENT VILLAGE,8.503164,8.500314,5
6,3,PROJECT QUARTERS,8.44235,8.43324,3
2,8,POST OFFICE,8.496123,8.516234,11
4,1,NAS ST. POLY,8.507164,8.520902,5
1,3,LAFIA EAST,8.490988,8.527665,5
5,7,POST OFFICE,8.496123,8.516234,9
6,3,STUDENT VILLAGE,8.503164,8.500314,11
6,3,STUDENT VILLAGE,8.503164,8.500314,12
3,4,NAS ST. POLY,8.507164,8.520902,7
6,3,NAS ST. POLY,8.507164,8.520902,12
3,9,POST OFFICE,8.496123,8.516234,5
6,3,STUDENT VILLAGE,8.503164,8.500314,7
4,3,STUDENT VILLAGE,8.503164,8.500314,7
6,3,PROJECT QUARTERS,8.44235,8.43324,12
5,6,PROJECT QUARTERS,8.44235,8.43324,5
6,3,NAS ST. POLY,8.507164,8.520902,5
6,3,NAS ST. POLY,8.507164,8.520902,11
4,5,POST OFFICE,8.496123,8.516234,11
0,7,NAS ST. POLY,8.507164,8.520902,5
0,3,LAFIA EAST,8.490988,8.527665,3
2,5,SANDAJI STREET,8.3031,8.322,11
0,3,STUDENT VILLAGE,8.503164,8.500314,11
3,4,NAS ST. POLY,8.507164,8.520902,13
3,9,NAS ST. POLY,8.507164,8.520902,2
6,6,POST OFFICE,8.496123,8.516234,12
4,10,POST OFFICE,8.496123,8.516234,9
1,9,LAVISTA,8.544621,8.533711,7
4,11,SANDAJI STREET,8.3031,8.322,11
0,3,NAS ST. POLY,8.507164,8.520902,11
0,3,LAVISTA,8.544621,8.533711,12
0,3,NAS ST. POLY,8.507164,8.520902,11
0,3,POST OFFICE,8.496123,8.516234,11
0,3,LAFIA EAST,8.490988,8.527665,2
0,5,PROJECT QUARTERS,8.44235,8.43324,11
0,3,STUDENT VILLAGE,8.503164,8.500314,11
0,3,LAFIA EMIRS PALACE,8.49059,8.512862,9
2,10,LAVISTA,8.544621,8.533711,5
0,3,POST OFFICE,8.496123,8.516234,11
0,3,NAS ST. POLY,8.507164,8.520902,11
0,3,NAS ST. POLY,8.507164,8.520902,7
4,8,POST OFFICE,8.496123,8.516234,3
2,11,TUNDUN AMBA,8.2856,8.3018,5
0,5,PROJECT QUARTERS,8.44235,8.43324,12
4,3,LAVISTA,8.544621,8.533711,2
5,10,LAVISTA,8.544621,8.533711,3
0,8,PROJECT QUARTERS,8.44235,8.43324,11
0,3,STUDENT VILLAGE,8.503164,8.500314,11
0,3,POST OFFICE,8.496123,8.516234,5
4,8,TUNDUN GWANDARA,8.3033,8.3313,5
0,3,POST OFFICE,8.496123,8.516234,11
4,7,POST OFFICE,8.496123,8.516234,11
0,3,NAS ST. POLY,8.507164,8.520902,1
5,5,POST OFFICE,8.496123,8.516234,11
0,3,MODERN MARKET,8.491388,8.528523,9
0,3,MODERN MARKET,8.491388,8.528523,2
0,3,NAS ST. POLY,8.507164,8.520902,2
4,10,NAS ST. POLY,8.507164,8.520902,5
0,3,POST OFFICE,8.496123,8.516234,3
3,4,WORKERS VILLAGE,8.485263,8.504512,13
0,3,PROJECT QUARTERS,8.44235,8.43324,11
5,3,PROJECT QUARTERS,8.44235,8.43324,5
0,3,POST OFFICE,8.496123,8.516234,11
4,8,POST OFFICE,8.496123,8.516234,5
4,8,POST OFFICE,8.496123,8.516234,11
1,3,POST OFFICE,8.496123,8.516234,11
1,3,LAVISTA,8.544621,8.533711,2
1,3,NAS ST. POLY,8.507164,8.520902,1
3,8,NAS ST. POLY,8.507164,8.520902,11
1,3,PROJECT QUARTERS,8.44235,8.43324,12
1,3,NAS ST. POLY,8.507164,8.520902,2
2,11,PROJECT QUARTERS,8.44235,8.43324,11
6,8,POST OFFICE,8.496123,8.516234,5
6,6,NAS ST. POLY,8.507164,8.520902,2
3,10,NAS ST. POLY,8.507164,8.520902,13
1,8,POST OFFICE,8.496123,8.516234,11
1,3,MODERN MARKET,8.491388,8.528523,12
1,3,POST OFFICE,8.496123,8.516234,3
1,3,NAS ST. POLY,8.507164,8.520902,1
1,5,NAS ST. POLY,8.507164,8.520902,2
1,3,STUDENT VILLAGE,8.503164,8.500314,11
1,3,WORKERS VILLAGE,8.485263,8.504512,11
1,3,POST OFFICE,8.496123,8.516234,3
0,11,POST OFFICE,8.496123,8.516234,7
6,5,POST OFFICE,8.496123,8.516234,13
6,10,NAS ST. POLY,8.507164,8.520902,2
1,3,NAS ST. POLY,8.507164,8.520902,11
6,3,WORKERS VILLAGE,8.485263,8.504512,9
1,3,NAS ST. POLY,8.507164,8.520902,5
1,11,STUDENT VILLAGE,8.503164,8.500314,11
3,6,STUDENT VILLAGE,8.503164,8.500314,1
1,3,NAS ST. POLY,8.507164,8.520902,11
6,3,LAFIA EAST,8.490988,8.527665,5
1,3,LAVISTA,8.544621,8.533711,5
1,3,LAVISTA,8.544621,8.533711,11
2,9,POST OFFICE,8.496123,8.516234,5
5,3,NAS ST. POLY,8.507164,8.520902,5
1,3,NAS ST. POLY,8.507164,8.520902,11
1,3,POST OFFICE,8.496123,8.516234,2
6,8,TUNDUN AMBA,8.2856,8.3018,3
3,4,POST OFFICE,8.496123,8.516234,5
6,3,POST OFFICE,8.496123,8.516234,5
1,3,POST OFFICE,8.496123,8.516234,9
1,3,LAFIA EAST,8.490988,8.527665,5
3,5,STUDENT VILLAGE,8.503164,8.500314,12
1,3,NAS ST. POLY,8.507164,8.520902,13
1,3,POST OFFICE,8.496123,8.516234,11
6,3,NAS ST. POLY,8.507164,8.520902,7
1,3,NAS ST. POLY,8.507164,8.520902,5
6,4,LAFIA EAST,8.490988,8.527665,11
1,3,STUDENT VILLAGE,8.503164,8.500314,11
3,11,NAS ST. POLY,8.507164,8.520902,11
1,3,PROJECT QUARTERS,8.44235,8.43324,9
5,1,WORKERS VILLAGE,8.485263,8.504512,5
1,2,MILLIONAIRES QUARTERS,8.516451,8.520237,5
1,2,NAS ST. POLY,8.507164,8.520902,12
0,2,LAFIA EAST,8.490988,8.527665,112
2,6,PROJECT QUARTERS,8.44235,8.43324,12
1,2,NAS ST. POLY,8.507164,8.520902,13
4,1,LAVISTA,8.544621,8.533711,2
0,1,MODERN MARKET,8.491388,8.528523,11
0,12,STUDENT VILLAGE,8.503164,8.500314,11
3,12,NAS ST. POLY,8.507164,8.520902,1
2,5,NAS ST. POLY,8.507164,8.520902,5
6,12,LAVISTA,8.544621,8.533711,13
6,7,POST OFFICE,8.496123,8.516234,11
0,9,POST OFFICE,8.496123,8.516234,9
1,2,LAVISTA,8.544621,8.533711,5
1,2,NAS ST. POLY,8.507164,8.520902,13
3,1,STUDENT VILLAGE,8.503164,8.500314,11
2,2,POST OFFICE,8.496123,8.516234,5
1,2,LAFIA EAST,8.490988,8.527665,5
1,2,NAS ST. POLY,8.507164,8.520902,5
2,1,STUDENT VILLAGE,8.503164,8.500314,12
4,1,LAVISTA,8.544621,8.533711,7
1,2,POST OFFICE,8.496123,8.516234,7
1,2,POST OFFICE,8.496123,8.516234,5
4,8,NAS ST. POLY,8.507164,8.520902,2
1,2,LAVISTA,8.544621,8.533711,11
3,5,STUDENT VILLAGE,8.503164,8.500314,11
1,2,MODERN MARKET,8.491388,8.528523,5
1,2,POST OFFICE,8.496123,8.516234,7
0,2,NAS ST. POLY,8.507164,8.520902,5
1,2,STUDENT VILLAGE,8.503164,8.500314,11
6,11,LAVISTA,8.544621,8.533711,5
1,10,POST OFFICE,8.496123,8.516234,11
1,2,MODERN MARKET,8.491388,8.528523,13
1,2,LAVISTA,8.544621,8.533711,11
2,1,LAFIA EAST,8.490988,8.527665,5
1,2,POST OFFICE,8.496123,8.516234,11
6,2,POST OFFICE,8.496123,8.516234,11
3,7,NAS ST. POLY,8.507164,8.520902,1
1,2,STUDENT VILLAGE,8.503164,8.500314,11
1,2,LAFIA EAST,8.490988,8.527665,12
0,6,TUNDUN AMBA,8.2856,8.3018,5
5,1,NAS ST. POLY,8.507164,8.520902,7
1,2,POST OFFICE,8.496123,8.516234,5
1,2,WORKERS VILLAGE,8.485263,8.504512,11
3,2,POST OFFICE,8.496123,8.516234,5
1,2,PROJECT QUARTERS,8.44235,8.43324,3
0,5,NAS ST. POLY,8.507164,8.520902,1
2,11,NAS ST. POLY,8.507164,8.520902,12
1,2,NAS ST. POLY,8.507164,8.520902,7
1,2,MODERN MARKET,8.491388,8.528523,7
6,10,NAS ST. POLY,8.507164,8.520902,1
0,10,NAS ST. POLY,8.507164,8.520902,2
1,2,PROJECT QUARTERS,8.44235,8.43324,5
2,5,POST OFFICE,8.496123,8.516234,5
1,2,WORKERS VILLAGE,8.485263,8.504512,5
0,6,DUNAMA,8.523524,8.522714,5
1,10,POST OFFICE,8.496123,8.516234,11
6,9,POST OFFICE,8.496123,8.516234,11
1,2,STUDENT VILLAGE,8.503164,8.500314,11
1,2,NAS ST. POLY,8.507164,8.520902,11
1,2,POST OFFICE,8.496123,8.516234,5
0,2,NAS ST. POLY,8.507164,8.520902,5
3,12,POST OFFICE,8.496123,8.516234,5
4,9,POST OFFICE,8.496123,8.516234,5
1,2,LAFIA EAST,8.490988,8.527665,11
4,12,LAVISTA,8.544621,8.533711,11
2,9,MODERN MARKET,8.491388,8.528523,2
1,2,WORKERS VILLAGE,8.485263,8.504512,2
5,6,NAS ST. POLY,8.507164,8.520902,2
1,2,POST OFFICE,8.496123,8.516234,11
1,2,NAS ST. POLY,8.507164,8.520902,7
1,2,STUDENT VILLAGE,8.503164,8.500314,11
2,5,NAS ST. POLY,8.507164,8.520902,12
1,2,LAVISTA,8.544621,8.533711,2
3,11,POST OFFICE,8.496123,8.516234,11
1,2,MODERN MARKET,8.491388,8.528523,2
1,2,NAS ST. POLY,8.507164,8.520902,1
1,2,LAFIA EAST,8.490988,8.527665,5
1,2,NAS ST. POLY,8.507164,8.520902,12
1,2,POST OFFICE,8.496123,8.516234,5
1,2,POST OFFICE,8.496123,8.516234,5
3,2,NAS ST. POLY,8.507164,8.520902,5
1,2,LAVISTA,8.544621,8.533711,5
1,2,POST OFFICE,8.496123,8.516234,13
4,11,LAVISTA,8.544621,8.533711,5
1,2,LAFIA EAST,8.490988,8.527665,11
3,8,NAS ST. POLY,8.507164,8.520902,5
1,2,POST OFFICE,8.496123,8.516234,5
1,2,MILLIONAIRES QUARTERS,8.516451,8.520237,13
1,2,POST OFFICE,8.496123,8.516234,7
6,7,NAS ST. POLY,8.507164,8.520902,2
1,2,NAS ST. POLY,8.507164,8.520902,11
1,12,NAS ST. POLY,8.507164,8.520902,5
4,4,NAS ST. POLY,8.507164,8.520902,11
6,5,STUDENT VILLAGE,8.503164,8.500314,12
6,12,NAS ST. POLY,8.507164,8.520902,7
3,2,NAS ST. POLY,8.507164,8.520902,2
1,2,NAS ST. POLY,8.507164,8.520902,7
1,2,LAFIA EAST,8.490988,8.527665,5
6,4,WORKERS VILLAGE,8.485263,8.504512,5
6,5,NAS ST. POLY,8.507164,8.520902,11
4,8,POST OFFICE,8.496123,8.516234,5
3,12,LAVISTA,8.544621,8.533711,5
1,2,POST OFFICE,8.496123,8.516234,11
5,10,NAS ST. POLY,8.507164,8.520902,3
3,1,NAS ST. POLY,8.507164,8.520902,7
4,5,WORKERS VILLAGE,8.485263,8.504512,5
4,5,POST OFFICE,8.496123,8.516234,7
0,6,POST OFFICE,8.496123,8.516234,4
6,2,NAS ST. POLY,8.507164,8.520902,2
4,5,NAS ST. POLY,8.507164,8.520902,13
1,2,LAVISTA,8.544621,8.533711,7
3,10,LAVISTA,8.544621,8.533711,2
0,9,LAVISTA,8.544621,8.533711,2
1,2,PROJECT QUARTERS,8.44235,8.43324,3
4,4,PROJECT QUARTERS,8.44235,8.43324,7
6,6,PROJECT QUARTERS,8.44235,8.43324,3
0,10,MODERN MARKET,8.491388,8.528523,2
1,2,LAVISTA,8.544621,8.533711,11
0,2,NAS ST. POLY,8.507164,8.520902,13
1,2,POST OFFICE,8.496123,8.516234,13
3,4,PROJECT QUARTERS,8.44235,8.43324,7
1,2,NAS ST. POLY,8.507164,8.520902,13
1,2,LAVISTA,8.544621,8.533711,2
1,2,STUDENT VILLAGE,8.503164,8.500314,11
1,2,NAS ST. POLY,8.507164,8.520902,7
1,2,STUDENT VILLAGE,8.503164,8.500314,2
4,12,POST OFFICE,8.496123,8.516234,5
5,10,POST OFFICE,8.496123,8.516234,5
5,1,LAVISTA,8.544621,8.533711,2
6,1,NAS ST. POLY,8.507164,8.520902,7
1,11,NAS ST. POLY,8.507164,8.520902,11
1,2,POST OFFICE,8.496123,8.516234,5
1,2,LAFIA EAST,8.490988,8.527665,11
1,7,POST OFFICE,8.496123,8.516234,5
2,8,NAS ST. POLY,8.507164,8.520902,9
1,2,SANDAJI STREET,8.3031,8.322,9
5,1,STUDENT VILLAGE,8.503164,8.500314,1
2,7,STUDENT VILLAGE,8.503164,8.500314,11
4,7,NAS ST. POLY,8.507164,8.520902,13
2,6,LAFIA EAST,8.490988,8.527665,11
4,4,PROJECT QUARTERS,8.44235,8.43324,9
0,9,NAS ST. POLY,8.507164,8.520902,7
2,4,LAVISTA,8.544621,8.533711,1
4,10,POST OFFICE,8.496123,8.516234,9
6,12,LAFIA EAST,8.490988,8.527665,11
0,7,POST OFFICE,8.496123,8.516234,13
2,4,PROJECT QUARTERS,8.44235,8.43324,11
2,4,NAS ST. POLY,8.507164,8.520902,5
5,7,POST OFFICE,8.496123,8.516234,13
5,4,DUNAMA,8.523524,8.522714,5
1,2,POST OFFICE,8.496123,8.516234,11
1,2,STUDENT VILLAGE,8.503164,8.500314,11
1,2,NAS ST. POLY,8.507164,8.520902,12
1,2,POST OFFICE,8.496123,8.516234,13
1,2,STUDENT VILLAGE,8.503164,8.500314,11
1,1,NAS ST. POLY,8.507164,8.520902,11
0,9,STUDENT VILLAGE,8.503164,8.500314,11
1,2,MILLIONAIRES QUARTERS,8.516451,8.520237,12
1,2,STUDENT VILLAGE,8.503164,8.500314,11
1,2,SANDAJI STREET,8.3031,8.322,11
4,12,STUDENT VILLAGE,8.503164,8.500314,13
1,2,WORKERS VILLAGE,8.485263,8.504512,13
6,8,NAS ST. POLY,8.507164,8.520902,3
1,2,TUNDUN AMBA,8.2856,8.3018,1
1,7,POST OFFICE,8.496123,8.516234,3
6,1,NAS ST. POLY,8.507164,8.520902,11
1,2,LAFIA EAST,8.490988,8.527665,11
1,2,LAVISTA,8.544621,8.533711,2
1,1,WORKERS VILLAGE,8.485263,8.504512,5
3,11,STUDENT VILLAGE,8.503164,8.500314,12
1,7,NAS ST. POLY,8.507164,8.520902,3
4,9,LAFIA EAST,8.490988,8.527665,5
3,7,POST OFFICE,8.496123,8.516234,9
2,7,STUDENT VILLAGE,8.503164,8.500314,12
1,2,STUDENT VILLAGE,8.503164,8.500314,11
1,2,NAS ST. POLY,8.507164,8.520902,2
6,5,MODERN MARKET,8.491388,8.528523,9
1,2,STUDENT VILLAGE,8.503164,8.500314,11
1,2,LAVISTA,8.544621,8.533711,5
0,6,STUDENT VILLAGE,8.503164,8.500314,5
4,12,NAS ST. POLY,8.507164,8.520902,11
1,2,DUNAMA,8.523524,8.522714,13
1,2,LAFIA EAST,8.490988,8.527665,13
5,2,STUDENT VILLAGE,8.503164,8.500314,11
1,2,POST OFFICE,8.496123,8.516234,2
0,12,NAS ST. POLY,8.507164,8.520902,3
1,12,STUDENT VILLAGE,8.503164,8.500314,11
1,2,NAS ST. POLY,8.507164,8.520902,2
3,10,NAS ST. POLY,8.507164,8.520902,11
5,5,LAVISTA,8.544621,8.533711,7
0,12,NAS ST. POLY,8.507164,8.520902,9
0,6,POST OFFICE,8.496123,8.516234,13
1,7,POST OFFICE,8.496123,8.516234,13
5,1,NAS ST. POLY,8.507164,8.520902,2
6,9,MODERN MARKET,8.491388,8.528523,2
6,1,STUDENT VILLAGE,8.503164,8.500314,7
2,10,NAS ST. POLY,8.507164,8.520902,5
1,2,LAVISTA,8.544621,8.533711,13
6,12,PROJECT QUARTERS,8.44235,8.43324,12
4,11,POST OFFICE,8.496123,8.516234,3
1,2,NAS ST. POLY,8.507164,8.520902,7
3,1,PROJECT QUARTERS,8.44235,8.43324,5
4,8,LAVISTA,8.544621,8.533711,2
4,6,WORKERS VILLAGE,8.485263,8.504512,2
1,2,STUDENT VILLAGE,8.503164,8.500314,13
1,2,POST OFFICE,8.496123,8.516234,5
1,2,STUDENT VILLAGE,8.503164,8.500314,13
5,1,STUDENT VILLAGE,8.503164,8.500314,2
1,2,NAS ST. POLY,8.507164,8.520902,2
0,7,LAVISTA,8.544621,8.533711,2
1,2,NAS ST. POLY,8.507164,8.520902,2
4,9,NAS ST. POLY,8.507164,8.520902,11
1,2,LAFIA EMIRS PALACE,8.49059,8.512862,5
1,2,POST OFFICE,8.496123,8.516234,9
3,11,PROJECT QUARTERS,8.44235,8.43324,9
1,2,LAFIA EAST,8.490988,8.527665,5
5,2,LAVISTA,8.544621,8.533711,5
6,11,MODERN MARKET,8.491388,8.528523,2
1,2,POST OFFICE,8.496123,8.516234,7
4,12,NAS ST. POLY,8.507164,8.520902,11
1,2,LAFIA EAST,8.490988,8.527665,11
1,2,NAS ST. POLY,8.507164,8.520902,13
1,2,DUNAMA,8.523524,8.522714,5
4,1,PROJECT QUARTERS,8.44235,8.43324,3
2,8,NAS ST. POLY,8.507164,8.520902,1
1,2,LAFIA EAST,8.490988,8.527665,11
1,2,STUDENT VILLAGE,8.503164,8.500314,1
4,4,LAVISTA,8.544621,8.533711,5
4,5,POST OFFICE,8.496123,8.516234,11
1,2,NAS ST. POLY,8.507164,8.520902,5
0,5,NAS ST. POLY,8.507164,8.520902,1
1,2,NAS ST. POLY,8.507164,8.520902,11
1,2,NAS ST. POLY,8.507164,8.520902,12
1,2,NAS ST. POLY,8.507164,8.520902,1
1,2,LAVISTA,8.544621,8.533711,2
1,2,POST OFFICE,8.496123,8.516234,1
4,10,POST OFFICE,8.496123,8.516234,5
1,2,LAFIA EAST,8.490988,8.527665,11
1,2,STUDENT VILLAGE,8.503164,8.500314,2
1,2,POST OFFICE,8.496123,8.516234,11
